video_id,upload_date,title,category,video_length_sec,views,likes,comments,shares,impressions,ctr_percent,avg_view_duration_sec,watch_time_hours,estimated_revenue_usd,rpm_usd,traffic_source_primary,subs_gained,contains_sponsor,is_shorts_video,is_monetized
VID00400,2023-10-05,Video Title 400,Education,897,30293,1987,425,232,668719,3.53,375,3155.52,103.75,3.42,Browse,117,1,0,0
VID00401,2022-09-13,Video Title 401,Food,217,18592,1038,138,153,183534,9.13,241,1244.63,22.57,1.21,Shorts,80,0,1,0
VID00402,2023-09-08,Video Title 402,Tech,456,66099,6299,562,568,1193122,4.54,285,5232.84,183.75,2.78,External,19,0,1,0
VID00403,2024-11-04,Video Title 403,Education,601,85571,7523,458,389,1205225,6.1,243,5776.04,68.55,0.8,Search,203,0,0,0
VID00404,2023-09-26,Video Title 404,Food,611,71568,5639,1254,104,1425657,4.02,366,7276.08,172.46,2.41,Browse,166,1,0,0
VID00405,2024-04-16,Video Title 405,Finance,491,79881,6390,1567,368,2793041,1.86,145,3217.43,261.45,3.27,Suggested,118,0,0,0
VID00406,2023-10-31,Video Title 406,Motivation,749,27296,1701,191,192,475540,4.74,255,1933.47,43.06,1.58,External,215,0,0,0
VID00407,2024-04-04,Video Title 407,Education,343,7345,693,62,37,131160,4.6,152,310.12,9.56,1.3,Browse,166,0,0,0
VID00408,2023-08-29,Video Title 408,Education,565,95040,7472,1713,735,1759999,4.4,99,2613.6,243.26,2.56,Browse,62,0,0,0
VID00409,2022-09-18,Video Title 409,Comedy,628,40319,3266,761,169,691578,4.83,267,2990.33,109.83,2.72,Search,47,0,1,1
VID00410,2023-01-28,Video Title 410,Music,723,42475,3836,479,285,663671,5.4,258,3044.04,112.89,2.66,Shorts,177,1,1,1
VID00411,2024-05-11,Video Title 411,Music,770,89845,4419,517,240,1557105,4.77,232,5790.01,149.34,1.66,Shorts,147,1,0,0
VID00412,2024-02-16,Video Title 412,Food,330,66686,5768,372,516,1626487,3.1,243,4501.3,98.76,1.48,Shorts,131,0,0,0
VID00413,2022-12-23,Video Title 413,Comedy,231,63676,2780,866,376,946151,5.73,435,7694.18,215.29,3.38,Suggested,60,0,0,0
VID00414,2023-09-09,Video Title 414,Review,906,114950,6227,1252,326,3732142,2.08,234,7471.75,378.52,3.29,Browse,162,1,0,0
VID00415,2024-04-11,Video Title 415,Vlog,679,30694,1641,166,111,1051164,1.92,280,2387.31,62.45,2.03,Suggested,67,0,0,0
VID00416,2022-01-01,Video Title 416,Motivation,420,77835,7666,1070,602,1094725,6.11,211,4562.0,240.1,3.08,Browse,112,1,0,0
VID00417,2023-09-15,Video Title 417,Vlog,972,51710,4651,267,276,764940,5.76,267,3835.16,104.52,2.02,Search,221,0,1,0
VID00418,2023-08-11,Video Title 418,Education,627,58057,4591,975,170,982351,4.91,235,3789.83,112.97,1.95,Search,73,0,0,0
VID00419,2023-03-07,Video Title 419,Gaming,883,95854,7754,919,930,2451508,2.91,225,5990.88,117.25,1.22,Suggested,9,0,0,0
VID00420,2024-05-30,Video Title 420,Tech,616,65235,4523,365,485,1320546,3.94,359,6505.38,127.29,1.95,Suggested,46,1,0,0
VID00421,2023-10-22,Video Title 421,Tech,1094,66148,6369,914,635,1179108,4.61,320,5879.82,148.9,2.25,Search,189,0,0,1
VID00422,2024-08-10,Video Title 422,Comedy,1021,82175,5319,901,398,2276315,2.61,258,5889.21,70.73,0.86,External,137,0,0,0
VID00423,2024-06-23,Video Title 423,Music,540,39051,2211,765,206,798588,3.89,111,1204.07,78.07,2.0,Shorts,110,0,0,0
VID00424,2024-06-24,Video Title 424,Gaming,833,24823,1027,326,225,355630,5.98,228,1572.12,72.23,2.91,Shorts,84,0,0,0
VID00425,2023-03-14,Video Title 425,Comedy,754,18655,1586,170,106,229176,7.14,412,2134.96,49.18,2.64,Search,153,0,0,0
VID00426,2024-11-12,Video Title 426,Education,928,8990,731,140,66,167411,4.37,236,589.34,22.61,2.52,Shorts,60,0,0,0
VID00427,2024-08-27,Video Title 427,Gaming,368,111686,6355,1013,365,1566423,6.13,316,9803.55,363.63,3.26,External,141,0,0,0
VID00428,2022-12-14,Video Title 428,Tech,764,16903,536,313,84,540031,2.13,336,1577.61,14.35,0.85,External,68,0,0,0
VID00429,2022-06-23,Video Title 429,Food,854,43362,3847,460,91,620343,5.99,263,3167.84,99.91,2.3,Browse,57,0,0,0
VID00430,2023-08-05,Video Title 430,Education,177,41695,1284,552,118,870459,3.79,199,2304.81,121.99,2.93,Suggested,75,0,0,0
VID00431,2024-11-21,Video Title 431,Comedy,316,59222,4693,341,59,916749,5.46,103,1694.41,133.94,2.26,Shorts,93,0,1,0
VID00432,2023-11-18,Video Title 432,Review,110,74472,7292,848,100,1322770,4.63,291,6019.82,124.7,1.67,External,116,0,0,0
VID00433,2022-07-11,Video Title 433,Finance,535,75814,4597,1325,742,950050,6.98,201,4232.95,88.54,1.17,Suggested,136,0,1,0
VID00434,2023-04-27,Video Title 434,Education,772,32507,1509,555,103,693113,3.69,260,2347.73,103.91,3.2,Suggested,0,0,0,0
VID00435,2023-09-28,Video Title 435,Education,960,44986,3569,376,313,648213,5.94,175,2186.82,93.17,2.07,Browse,63,0,0,0
VID00436,2023-04-06,Video Title 436,Review,617,58477,5099,490,500,1047974,4.58,234,3801.0,185.43,3.17,Suggested,92,0,0,0
VID00437,2023-02-12,Video Title 437,Motivation,990,42539,2903,734,253,738524,4.76,252,2977.73,101.32,2.38,Suggested,225,0,0,0
VID00438,2022-10-29,Video Title 438,Food,268,98220,9595,1861,233,1717132,4.72,266,7257.37,257.37,2.62,Search,44,0,0,0
VID00439,2022-02-20,Video Title 439,Review,191,64729,2175,416,488,1368477,3.73,183,3290.39,192.34,2.97,Browse,131,0,0,0
VID00440,2022-04-05,Video Title 440,Vlog,586,72046,4707,846,461,1204782,4.98,321,6424.1,185.86,2.58,Browse,224,1,0,0
VID00441,2023-05-17,Video Title 441,Vlog,692,69886,5611,703,529,1182504,4.91,214,4154.33,131.02,1.87,Shorts,28,1,0,0
VID00442,2024-08-31,Video Title 442,Education,592,85204,7701,1538,675,1339685,5.36,149,3526.5,186.32,2.19,Suggested,147,0,0,0
VID00443,2022-05-30,Video Title 443,Motivation,103,55430,2358,346,542,904241,5.13,243,3741.52,164.53,2.97,Shorts,63,0,0,0
VID00444,2024-07-21,Video Title 444,Tech,578,11095,954,90,68,154097,6.2,252,776.65,20.07,1.81,External,84,1,0,0
VID00445,2024-04-28,Video Title 445,Motivation,286,61990,4258,1009,252,838836,6.39,259,4459.84,114.55,1.85,Suggested,63,1,0,0
VID00446,2023-02-03,Video Title 446,Vlog,760,30459,1759,175,208,689117,3.42,331,2800.54,32.24,1.06,External,68,0,0,0
VID00447,2024-02-26,Video Title 447,Motivation,687,34141,1339,422,55,467684,6.3,235,2228.65,111.62,3.27,Search,310,0,0,0
VID00448,2024-10-09,Video Title 448,Motivation,374,67590,6121,786,613,1601658,3.22,242,4543.55,70.69,1.05,Suggested,179,0,0,0
VID00449,2024-03-29,Video Title 449,Food,476,87148,3573,872,180,1266686,5.88,183,4430.02,222.24,2.55,Shorts,197,0,0,0
VID00450,2023-05-15,Video Title 450,Education,345,50638,2617,552,200,730707,5.93,299,4205.77,97.0,1.92,Shorts,154,0,0,0
VID00451,2022-10-30,Video Title 451,Food,584,59264,2981,767,494,1893418,2.13,261,4296.64,112.32,1.9,Suggested,7,0,0,0
VID00452,2022-01-12,Video Title 452,Tech,829,101066,9196,749,644,1646026,5.14,224,6288.55,266.29,2.63,Shorts,147,1,0,0
VID00453,2022-08-07,Video Title 453,Tech,363,57222,4411,777,259,1079660,4.3,135,2145.82,56.14,0.98,Suggested,195,0,0,0
VID00454,2024-05-20,Video Title 454,Vlog,720,128050,10982,2187,673,2634773,3.86,336,11951.33,307.7,2.4,Browse,60,0,0,0
VID00455,2023-03-25,Video Title 455,Comedy,472,66965,3183,1098,581,833935,7.03,176,3273.84,193.16,2.88,Shorts,187,0,1,0
VID00456,2022-12-27,Video Title 456,Review,409,2822,208,20,11,56215,4.02,214,167.75,8.57,3.04,Suggested,169,0,0,0
VID00457,2024-11-26,Video Title 457,Music,574,72600,5083,525,640,1515657,3.79,271,5465.17,91.51,1.26,Suggested,249,0,0,0
VID00458,2024-08-09,Video Title 458,Education,351,61434,5424,554,110,1005466,5.11,178,3037.57,198.0,3.22,Shorts,90,0,0,0
VID00459,2022-04-13,Video Title 459,Comedy,467,88692,8286,923,708,1261621,6.03,160,3941.87,228.08,2.57,Browse,43,0,0,0
VID00460,2023-05-26,Video Title 460,Education,312,70195,2165,781,605,1212348,4.79,122,2378.83,223.29,3.18,Shorts,94,0,0,0
VID00461,2022-09-06,Video Title 461,Review,1071,45846,3538,696,120,591561,6.75,293,3731.36,96.75,2.11,Suggested,220,1,0,0
VID00462,2024-07-23,Video Title 462,Review,608,13271,446,77,64,195161,5.8,217,799.95,30.04,2.26,Browse,0,0,0,0
VID00463,2022-10-01,Video Title 463,Gaming,432,43729,2991,241,108,1601794,1.73,425,5162.45,143.49,3.28,External,0,0,0,0
VID00464,2024-08-09,Video Title 464,Food,651,24484,1227,266,180,469942,4.21,190,1292.21,79.08,3.23,Search,126,0,0,0
VID00465,2024-12-23,Video Title 465,Vlog,573,32584,1677,503,189,631472,4.16,194,1755.92,65.49,2.01,Shorts,89,0,0,0
VID00466,2023-10-12,Video Title 466,Gaming,546,67657,3701,534,454,1006800,5.72,216,4059.42,104.25,1.54,Suggested,120,0,0,0
VID00467,2024-06-25,Video Title 467,Tech,747,100097,7356,1463,277,4859077,1.06,264,7340.45,186.34,1.86,Browse,186,0,0,0
VID00468,2024-10-30,Video Title 468,Music,781,61840,3301,550,179,629735,8.82,221,3796.29,114.22,1.85,Browse,81,0,0,0
VID00469,2024-05-23,Video Title 469,Vlog,472,14123,1148,258,19,207691,5.8,286,1121.99,22.24,1.57,External,0,0,0,1
VID00470,2024-07-02,Video Title 470,Tech,461,63338,3693,1167,246,1018295,5.22,191,3360.43,96.6,1.53,Shorts,263,1,1,0
VID00471,2022-11-22,Video Title 471,Motivation,533,85898,2987,812,518,1105508,6.77,167,3984.71,268.42,3.12,Browse,50,0,0,1
VID00472,2024-08-30,Video Title 472,Food,47,31706,2690,267,276,333046,8.52,142,1250.63,31.35,0.99,External,45,0,0,0
VID00473,2024-07-10,Video Title 473,Food,236,45979,2299,513,321,628987,6.31,116,1481.55,120.9,2.63,Suggested,197,0,0,0
VID00474,2023-06-15,Video Title 474,Food,928,50440,3041,434,248,679784,6.42,218,3054.42,63.89,1.27,External,93,1,0,0
VID00475,2023-05-22,Video Title 475,Gaming,994,26453,2062,399,253,426661,5.2,231,1697.4,45.77,1.73,Shorts,115,0,0,0
VID00476,2023-07-22,Video Title 476,Finance,540,69448,3699,1207,518,1199447,4.79,212,4089.72,67.1,0.97,External,153,0,0,0
VID00477,2024-12-03,Video Title 477,Comedy,738,46371,1574,700,434,876578,4.29,324,4173.39,70.9,1.53,Browse,195,1,0,0
VID00478,2024-09-19,Video Title 478,Review,674,62585,3515,1086,359,1314810,3.76,323,5615.27,179.92,2.87,Browse,96,0,0,0
VID00479,2023-05-05,Video Title 479,Music,1338,23375,2246,256,77,470321,3.97,229,1486.91,74.56,3.19,Search,226,0,0,0
VID00480,2023-07-17,Video Title 480,Review,868,36876,2762,270,54,928866,2.97,142,1454.55,51.56,1.4,External,0,0,0,0
VID00481,2024-06-19,Video Title 481,Finance,569,71671,5518,1151,540,1216825,4.89,215,4280.35,147.04,2.05,Suggested,173,1,0,0
VID00482,2022-06-08,Video Title 482,Motivation,370,38815,2882,403,81,1118587,2.47,214,2307.34,80.34,2.07,Shorts,61,1,0,0
VID00483,2023-08-09,Video Title 483,Motivation,214,101808,4472,1534,379,1618569,5.29,210,5938.8,321.58,3.16,Search,216,1,0,1
VID00484,2023-04-26,Video Title 484,Motivation,648,38010,2253,344,220,638823,4.95,208,2196.13,108.69,2.86,External,129,1,0,0
VID00485,2023-07-11,Video Title 485,Vlog,418,56740,4684,352,344,912218,5.22,210,3309.83,123.99,2.19,Suggested,72,1,0,0
VID00486,2023-11-19,Video Title 486,Tech,258,77977,2892,1550,499,1493812,4.22,226,4895.22,203.6,2.61,Search,166,0,0,0
VID00487,2023-10-17,Video Title 487,Tech,444,7449,368,54,18,70141,9.62,211,436.59,23.0,3.09,Browse,182,1,0,1
VID00488,2022-06-15,Video Title 488,Motivation,340,2824,139,55,12,35124,7.04,262,205.52,2.33,0.83,Shorts,164,0,0,0
VID00489,2022-10-11,Video Title 489,Music,1004,4230,254,83,27,102421,3.13,271,318.42,7.99,1.89,External,47,0,0,0
VID00490,2022-11-05,Video Title 490,Gaming,811,87877,8666,1485,854,1383889,5.35,195,4760.0,285.56,3.25,Suggested,86,0,0,0
VID00491,2023-04-19,Video Title 491,Music,598,33444,1161,498,252,657053,4.09,326,3028.54,93.6,2.8,Browse,119,0,0,1
VID00492,2024-02-24,Video Title 492,Music,955,126745,8404,1732,1179,2829129,3.48,191,6724.53,287.16,2.27,Search,117,1,0,0
VID00493,2022-11-09,Video Title 493,Tech,618,33072,1407,595,259,828872,2.99,152,1396.37,73.75,2.23,Shorts,172,0,0,0
VID00494,2023-03-15,Video Title 494,Food,393,55536,5439,518,351,835127,5.65,272,4196.05,96.58,1.74,Search,0,0,0,0
VID00495,2022-05-12,Video Title 495,Music,965,96263,3651,1156,262,1932991,3.98,200,5347.94,212.3,2.21,Search,143,0,1,0
VID00496,2024-04-29,Video Title 496,Music,729,110182,6418,1574,771,1478953,6.45,269,8233.04,283.12,2.57,Suggested,99,1,0,0
VID00497,2024-04-14,Video Title 497,Review,351,111845,9132,1249,739,1493257,6.49,105,3262.15,215.81,1.93,Browse,61,0,0,0
VID00498,2023-11-09,Video Title 498,Food,554,86250,6841,984,553,1070099,7.06,333,7978.12,235.31,2.73,External,68,0,0,0
VID00499,2024-08-12,Video Title 499,Tech,389,80721,4810,803,436,1710190,3.72,290,6502.52,252.28,3.13,Suggested,104,0,0,0
VID00500,2024-05-01,Video Title 500,Gaming,268,67775,3677,912,390,1010059,5.71,159,2993.4,82.53,1.22,Shorts,0,0,1,0
VID00501,2022-05-08,Video Title 501,Comedy,822,73350,4242,1302,294,1055395,5.95,161,3280.38,148.11,2.02,Search,70,0,0,0
VID00502,2023-02-28,Video Title 502,Tech,1058,33464,1622,268,189,632589,4.29,350,3253.44,63.64,1.9,Shorts,58,0,0,0
VID00503,2024-05-10,Video Title 503,Tech,264,25454,1129,484,70,525909,3.84,205,1449.46,67.61,2.66,Suggested,157,1,0,0
VID00504,2024-03-08,Video Title 504,Music,735,49898,3184,765,411,593317,7.41,199,2758.25,73.58,1.47,Suggested,63,0,0,0
VID00505,2022-02-10,Video Title 505,Review,443,44894,2190,778,119,708107,5.34,114,1421.64,113.52,2.53,External,104,0,1,0
VID00506,2024-02-19,Video Title 506,Finance,483,36403,1824,485,64,523784,5.95,228,2305.52,115.37,3.17,Search,227,0,1,0
VID00507,2024-09-03,Video Title 507,Motivation,457,70891,5385,1183,349,1486184,3.77,236,4647.3,136.75,1.93,Suggested,189,0,0,0
VID00508,2022-01-13,Video Title 508,Education,392,78659,7692,412,544,1886306,3.17,292,6380.12,256.41,3.26,Shorts,183,0,0,1
VID00509,2023-12-22,Video Title 509,Review,611,52652,3804,909,260,1022368,4.15,166,2427.84,183.31,3.48,External,85,0,0,1
VID00510,2023-09-04,Video Title 510,Finance,400,94325,3338,528,329,1623493,4.81,158,4139.82,102.48,1.09,Shorts,158,0,0,0
VID00511,2024-03-09,Video Title 511,Music,664,15749,555,288,94,357931,3.4,277,1211.8,22.51,1.43,Search,103,1,0,0
VID00512,2024-05-08,Video Title 512,Music,587,44190,4268,878,182,737729,4.99,310,3805.25,148.74,3.37,External,106,0,0,0
VID00513,2023-03-28,Video Title 513,Gaming,542,28495,1447,268,267,821181,2.47,155,1226.87,96.53,3.39,External,148,0,1,0
VID00514,2024-09-26,Video Title 514,Finance,382,5996,218,48,55,138796,3.32,314,522.98,6.38,1.06,External,78,0,0,0
VID00515,2023-03-26,Video Title 515,Vlog,461,47519,3418,783,262,677874,6.01,252,3326.33,39.94,0.84,Browse,224,0,0,0
VID00516,2023-07-13,Video Title 516,Motivation,781,46347,3413,407,183,670723,5.91,315,4055.36,57.24,1.24,External,108,0,0,0
VID00517,2024-06-11,Video Title 517,Education,720,95403,7192,1715,728,1763456,4.41,245,6492.7,332.88,3.49,Shorts,163,0,1,0
VID00518,2024-09-21,Video Title 518,Gaming,365,68924,3357,450,91,1541923,3.47,98,1876.26,88.64,1.29,Shorts,221,1,0,0
VID00519,2022-03-01,Video Title 519,Review,623,19274,598,132,101,432152,3.46,240,1284.93,41.57,2.16,Search,192,0,0,0
VID00520,2024-03-07,Video Title 520,Review,780,105622,10303,2079,425,1941580,4.44,313,9183.25,326.45,3.09,Suggested,21,0,0,1
VID00521,2023-11-20,Video Title 521,Finance,199,86631,4120,1308,804,1242912,5.97,196,4716.58,74.08,0.86,Suggested,151,1,1,0
VID00522,2024-04-08,Video Title 522,Motivation,730,67462,5216,1194,74,912882,6.39,226,4235.11,164.08,2.43,Browse,179,0,1,0
VID00523,2022-12-05,Video Title 523,Motivation,440,43205,3433,426,258,821387,4.26,239,2868.33,66.88,1.55,External,182,1,0,0
VID00524,2024-08-15,Video Title 524,Review,736,21216,1542,321,162,496861,3.27,76,447.89,66.37,3.13,Browse,42,0,0,0
VID00525,2022-09-19,Video Title 525,Vlog,416,38833,2015,540,208,606765,5.4,350,3775.43,60.79,1.57,Search,74,0,0,0
VID00526,2024-12-29,Video Title 526,Music,166,82662,4048,1161,146,1736596,3.76,195,4477.52,219.4,2.65,Search,189,0,0,0
VID00527,2022-02-25,Video Title 527,Motivation,209,106537,7653,1623,1038,2040938,4.22,280,8286.21,279.17,2.62,Suggested,66,1,0,0
VID00528,2024-03-17,Video Title 528,Finance,611,96297,8727,1312,545,1205219,6.99,244,6526.8,134.63,1.4,Search,99,1,0,0
VID00529,2022-02-25,Video Title 529,Review,662,35334,3401,404,230,488038,6.24,325,3189.88,31.59,0.89,External,230,0,0,1
VID00530,2022-06-21,Video Title 530,Music,382,16411,613,149,51,262996,5.24,274,1249.06,31.26,1.9,Shorts,116,0,1,1
VID00531,2024-05-27,Video Title 531,Food,753,54226,2214,896,290,1325819,3.09,235,3539.75,85.72,1.58,Search,69,0,0,0
VID00532,2022-10-05,Video Title 532,Tech,201,3053,293,25,14,48306,5.32,196,166.22,9.11,2.98,Browse,58,0,0,1
VID00533,2024-08-03,Video Title 533,Music,584,59695,4868,918,99,786495,6.59,297,4924.84,176.76,2.96,External,143,0,0,0
VID00534,2023-01-08,Video Title 534,Motivation,309,45571,4183,387,89,837702,4.44,137,1734.23,92.69,2.03,Search,26,0,1,0
VID00535,2022-04-13,Video Title 535,Tech,443,36018,1591,517,307,448542,7.03,288,2881.44,87.8,2.44,Search,102,0,0,0
VID00536,2023-06-17,Video Title 536,Motivation,611,2158,153,34,6,27178,6.94,184,110.3,5.25,2.43,External,143,0,0,0
VID00537,2024-02-16,Video Title 537,Finance,393,65408,5172,541,180,769505,7.5,325,5904.89,198.4,3.03,Search,210,0,0,0
VID00538,2023-11-02,Video Title 538,Comedy,507,34018,2640,200,188,526594,5.46,259,2447.41,66.25,1.95,Shorts,166,1,0,0
VID00539,2023-03-10,Video Title 539,Music,841,14902,872,103,118,216598,5.88,288,1192.16,23.0,1.54,Suggested,70,1,0,0
VID00540,2024-07-20,Video Title 540,Tech,461,36167,1123,509,56,445406,7.12,254,2551.78,54.81,1.52,External,202,0,1,0
VID00541,2023-11-01,Video Title 541,Finance,800,49174,3481,872,304,737241,5.67,144,1966.96,110.53,2.25,Browse,99,1,1,1
VID00542,2023-11-23,Video Title 542,Motivation,328,103167,4922,585,213,1965085,4.25,198,5674.18,207.64,2.01,Search,33,0,1,1
VID00543,2024-02-16,Video Title 543,Music,727,99837,6141,1598,132,1873114,4.33,290,8042.42,198.51,1.99,Suggested,107,1,0,0
VID00544,2023-07-24,Video Title 544,Finance,945,36287,3520,367,53,570550,5.36,259,2610.65,37.96,1.05,Browse,220,0,1,0
VID00545,2024-05-13,Video Title 545,Motivation,6,31933,1849,388,271,786527,3.06,320,2838.49,87.5,2.74,Browse,131,0,1,0
VID00546,2023-06-01,Video Title 546,Comedy,408,64063,5687,1212,132,1106442,4.79,274,4875.91,88.22,1.38,Shorts,120,1,1,0
VID00547,2022-06-17,Video Title 547,Comedy,738,20048,866,200,28,262408,6.64,191,1063.66,26.7,1.33,Suggested,234,0,0,0
VID00548,2024-08-21,Video Title 548,Education,551,59053,4551,707,291,2179077,1.71,202,3313.53,113.05,1.91,External,19,1,0,0
VID00549,2022-02-09,Video Title 549,Gaming,689,72982,7180,379,627,879301,7.3,256,5189.83,103.27,1.42,Suggested,30,1,0,0
VID00550,2022-04-17,Video Title 550,Finance,455,86807,3223,540,291,1130299,6.68,111,2676.55,206.29,2.38,Suggested,6,1,1,0
VID00551,2023-12-18,Video Title 551,Gaming,620,46995,1437,417,225,885028,4.31,350,4568.96,84.73,1.8,Browse,146,0,0,0
VID00552,2023-04-05,Video Title 552,Education,562,43889,2648,237,59,643533,5.82,276,3364.82,88.31,2.01,Shorts,131,0,0,0
VID00553,2022-05-21,Video Title 553,Vlog,880,23660,863,342,119,394333,5.0,323,2122.83,53.24,2.25,Shorts,227,0,1,0
VID00554,2022-03-24,Video Title 554,Music,661,25193,2075,287,156,321339,6.84,155,1084.7,34.0,1.35,Suggested,137,1,0,0
VID00555,2022-03-05,Video Title 555,Motivation,681,43205,4062,571,265,578380,6.47,324,3888.45,52.73,1.22,Suggested,91,0,0,0
VID00556,2023-05-22,Video Title 556,Review,501,61020,3684,464,243,1564615,2.9,383,6491.85,193.87,3.18,Search,120,0,1,0
VID00557,2023-02-13,Video Title 557,Gaming,482,77407,3724,730,297,1125101,5.88,170,3655.33,152.57,1.97,Browse,128,0,1,0
VID00558,2022-02-11,Video Title 558,Gaming,496,25904,1564,387,50,455254,4.69,296,2129.88,49.55,1.91,External,2,0,0,0
VID00559,2022-11-09,Video Title 559,Finance,694,94780,7643,1846,407,1548692,5.12,250,6581.94,84.94,0.9,External,309,0,1,0
VID00560,2023-05-04,Video Title 560,Music,498,41866,1282,240,79,852668,3.91,157,1825.82,89.78,2.14,Shorts,156,0,0,0
VID00561,2022-09-16,Video Title 561,Finance,669,49358,3517,906,389,572598,7.62,279,3825.24,113.34,2.3,Browse,134,1,0,0
VID00562,2024-08-27,Video Title 562,Comedy,1098,27583,2011,376,267,364854,6.56,300,2298.58,63.69,2.31,Shorts,163,0,0,0
VID00563,2022-08-23,Video Title 563,Gaming,809,22727,1696,305,221,464764,3.89,213,1344.68,61.57,2.71,External,169,1,0,1
VID00564,2023-03-23,Video Title 564,Music,521,76521,3592,956,672,1913025,3.0,319,6780.61,97.89,1.28,Suggested,110,0,0,0
VID00565,2024-08-10,Video Title 565,Food,888,72105,5767,435,461,1330350,4.42,149,2984.35,106.79,1.48,Browse,75,0,0,0
VID00566,2023-06-09,Video Title 566,Vlog,502,41560,1512,263,303,624962,5.65,160,1847.11,124.22,2.99,Browse,161,0,1,0
VID00567,2024-01-26,Video Title 567,Motivation,110,52009,2285,728,185,817751,5.36,258,3727.31,174.61,3.36,Search,146,0,0,0
VID00568,2022-12-10,Video Title 568,Education,358,65478,5986,662,437,830939,6.88,251,4565.27,76.41,1.17,Suggested,63,0,1,0
VID00569,2022-08-23,Video Title 569,Vlog,151,3123,255,58,15,43495,6.18,207,179.57,6.69,2.14,Suggested,219,1,0,0
VID00570,2022-12-02,Video Title 570,Education,515,34128,1056,378,182,458093,6.45,298,2825.04,47.04,1.38,Shorts,140,0,0,0
VID00571,2023-09-30,Video Title 571,Gaming,604,73827,3498,527,577,1137550,5.49,281,5762.61,71.04,0.96,Browse,171,0,1,0
VID00572,2022-08-10,Video Title 572,Vlog,1002,12371,556,194,43,315586,2.92,301,1034.35,20.77,1.68,Shorts,217,0,1,0
VID00573,2022-02-22,Video Title 573,Vlog,678,58806,2878,552,227,1029877,4.71,242,3953.07,69.86,1.19,Suggested,121,1,0,0
VID00574,2023-10-01,Video Title 574,Motivation,547,9302,440,119,86,122555,6.59,286,738.99,25.27,2.72,Search,142,0,0,1
VID00575,2024-02-08,Video Title 575,Review,799,63992,2199,989,96,1080945,4.92,223,3963.95,143.41,2.24,Browse,176,0,0,1
VID00576,2024-03-23,Video Title 576,Motivation,69,48930,3039,905,262,724888,5.75,373,5069.69,58.15,1.19,Suggested,69,0,0,0
VID00577,2023-02-11,Video Title 577,Finance,656,1546,125,26,14,28007,4.52,201,86.32,1.28,0.83,Search,123,1,1,1
VID00578,2022-06-05,Video Title 578,Review,785,84942,6155,1286,551,1904529,3.46,376,8871.72,253.3,2.98,External,128,0,0,0
VID00579,2023-05-13,Video Title 579,Vlog,245,27962,2155,424,165,481273,4.81,252,1957.34,35.67,1.28,Suggested,53,0,0,0
VID00580,2022-07-28,Video Title 580,Review,874,25692,916,493,83,397708,5.46,167,1191.82,62.61,2.44,External,282,0,0,0
VID00581,2023-09-10,Video Title 581,Review,681,56017,5411,528,229,1115876,4.02,332,5166.01,95.77,1.71,Shorts,21,1,0,0
VID00582,2022-09-05,Video Title 582,Finance,500,84459,7491,423,732,1494849,4.65,257,6029.43,201.08,2.38,External,29,0,0,0
VID00583,2022-03-26,Video Title 583,Music,751,19525,1686,177,117,425381,3.59,301,1632.51,32.26,1.65,Suggested,211,1,0,0
VID00584,2023-12-13,Video Title 584,Gaming,1144,51850,4542,428,292,675130,6.68,323,4652.1,53.65,1.03,External,169,0,0,0
VID00585,2024-12-27,Video Title 585,Music,643,62864,5990,938,119,1130647,4.56,270,4714.8,88.13,1.4,Browse,48,0,0,0
VID00586,2024-05-27,Video Title 586,Gaming,659,70793,4820,1026,81,865440,7.18,214,4208.25,92.58,1.31,Suggested,162,0,0,0
VID00587,2024-01-29,Video Title 587,Music,489,55293,2433,768,534,666984,7.29,308,4730.62,108.13,1.96,Search,222,1,0,0
VID00588,2022-05-22,Video Title 588,Music,396,38989,2853,204,171,663078,4.88,250,2707.57,100.49,2.58,External,117,0,1,0
VID00589,2024-11-02,Video Title 589,Education,799,25172,2064,401,161,560623,3.49,291,2034.74,38.07,1.51,Browse,301,1,1,0
VID00590,2023-11-30,Video Title 590,Review,394,52584,4293,518,90,1832195,1.87,120,1752.8,43.78,0.83,Shorts,0,0,0,0
VID00591,2022-01-26,Video Title 591,Comedy,617,17835,1186,267,127,470580,2.79,276,1367.35,39.26,2.2,Shorts,168,1,0,0
VID00592,2024-05-10,Video Title 592,Finance,485,37640,1309,502,353,955329,2.94,211,2206.12,91.67,2.44,External,201,0,1,0
VID00593,2024-09-30,Video Title 593,Music,714,63096,3531,639,389,781858,7.07,349,6116.81,214.51,3.4,Shorts,182,0,0,0
VID00594,2022-08-05,Video Title 594,Vlog,680,77118,7284,541,164,1249886,5.17,287,6148.02,184.43,2.39,Search,105,0,0,0
VID00595,2024-06-06,Video Title 595,Food,849,20887,1481,134,130,317431,5.58,264,1531.71,43.28,2.07,Suggested,99,0,0,0
VID00596,2024-01-12,Video Title 596,Education,477,19708,1333,344,155,738127,1.67,279,1527.37,46.28,2.35,Browse,151,0,0,0
VID00597,2024-07-30,Video Title 597,Food,535,68574,3347,1287,319,1632714,3.2,190,3619.18,226.66,3.31,External,177,0,0,0
VID00598,2022-11-10,Video Title 598,Tech,365,111724,6233,1647,996,1524201,6.33,347,10768.95,339.26,3.04,Shorts,162,0,0,0
VID00599,2024-06-10,Video Title 599,Motivation,493,50623,4691,331,346,787293,5.43,369,5188.86,84.64,1.67,Suggested,192,0,0,0
